,group,timespan,magnitude,drop,shape,startdate,enddate,recoverytime,pre_slope,recovery_slope,pre_post_difference
27,27,0 days 00:08:00,6589.0,7.218448729184928,-657.0,2007-10-29 10:48:00,2007-10-29 10:56:00,0 days 00:14:00,8022.607691969519,-287.25,-186.85077844304624
28,28,0 days 00:10:00,35395.0,37.06437965988104,-5867.0,2007-10-29 12:02:00,2007-10-29 12:12:00,0 days 09:48:00,12571.427909222191,-4651.0,-8526.940863656751
29,29,0 days 00:06:00,23307.0,29.7453895730968,4563.5,2007-10-29 12:14:00,2007-10-29 12:20:00,0 days 00:06:00,-65514.86446450552,4563.5,286.43477304665953
30,30,0 days 00:08:00,13551.0,7.685022401179609,-2657.2,2007-10-30 22:30:00,2007-10-30 22:38:00,0 days 00:46:00,10793.041249732203,-7845.0,-144.20208873992806
31,31,0 days 00:06:00,7845.0,4.597829144786189,-119.0,2007-10-30 22:36:00,2007-10-30 22:42:00,0 days 00:06:00,2106.587353141331,-207.0,733.720974811803
32,32,0 days 00:10:00,8763.0,5.284136134494318,-676.5,2007-10-30 23:00:00,2007-10-30 23:10:00,0 days 00:06:00,9972.546903482784,-630.4,3869.3345341499135
33,33,0 days 00:10:00,6565.0,3.848070103455342,-850.8333333333334,2007-11-01 23:32:00,2007-11-01 23:42:00,0 days 00:32:00,27126.19942040208,-1081.6,1944.8197732221324
34,34,0 days 00:40:00,65160.0,84.42492323240175,-438.6190476190476,2007-11-05 12:56:00,2007-11-05 13:36:00,0 days 04:34:00,2683.4781887039862,1808.3529411764705,-18529.52158961993
35,35,0 days 00:06:00,8089.0,4.93270808051858,-741.5,2007-11-05 23:38:00,2007-11-05 23:44:00,0 days 00:06:00,31784.723794429585,175.66666666666666,2976.811066513046
36,36,0 days 00:32:00,98369.0,66.74741306191689,-1132.9411764705883,2007-11-06 17:26:00,2007-11-06 17:58:00,0 days 00:54:00,11887.746336113429,3165.214285714286,-7609.242657309751
37,37,0 days 00:10:00,9309.0,5.588708515441141,-290.6666666666667,2007-11-09 02:10:00,2007-11-09 02:20:00,0 days 00:32:00,22040.76088281315,-412.4,-983.1559650025374
38,38,0 days 00:06:00,55601.0,87.04793812818987,-13729.5,2007-11-12 12:06:00,2007-11-12 12:12:00,0 days 00:30:00,-39305.267489248225,-41310.0,-11562.518775852257
39,39,0 days 00:18:00,41310.0,83.31484581408951,-1056.6,2007-11-12 12:10:00,2007-11-12 12:28:00,0 days 00:24:00,-55942.952870387395,-621.6666666666666,-2075.2544219310166
40,40,0 days 00:36:00,57984.0,86.01563543041937,-526.7368421052631,2007-11-13 12:32:00,2007-11-13 13:08:00,1 days 00:04:00,37324.92544119778,285.1764705882353,-12563.276321825979
41,41,0 days 04:22:00,170322.0,100.0,-609.5075757575758,2007-11-19 02:20:00,2007-11-19 06:42:00,0 days 04:18:00,26561.019122295867,734.5409836065573,1562.6774431095946
42,42,0 days 00:12:00,41333.0,100.0,5904.714285714285,2007-11-19 05:32:00,2007-11-19 05:44:00,0 days 00:12:00,-214432.22747962823,5904.714285714285,62872.651244349196
43,43,0 days 00:10:00,8579.0,12.444876407102228,-80.33333333333333,2007-11-19 12:24:00,2007-11-19 12:34:00,0 days 00:16:00,25483.642090814,1651.75,464.75008555556815
44,44,0 days 00:36:00,72041.0,86.0725465363569,-579.0526315789474,2007-11-20 13:38:00,2007-11-20 14:14:00,0 days 09:06:00,5080.936343769492,2059.375,-18264.570846077073
45,45,0 days 00:20:00,61986.0,44.2836220753706,-856.6363636363636,2007-11-20 17:28:00,2007-11-20 17:48:00,0 days 00:40:00,-53214.67177832787,5910.25,-2150.6087898151745
46,46,0 days 00:08:00,40860.0,34.37975919023299,7200.0,2007-11-20 17:34:00,2007-11-20 17:42:00,0 days 00:08:00,-149499.9911741676,7200.0,229.1244277364931
47,47,0 days 00:06:00,41970.0,38.98275173457919,-10312.75,2007-11-26 15:50:00,2007-11-26 15:56:00,0 days 06:24:00,-9442.836700052325,-27206.0,-26315.32498938751
48,48,0 days 00:20:00,79930.0,86.03967749921958,-1381.6363636363637,2007-11-26 15:54:00,2007-11-26 16:14:00,0 days 00:34:00,-27966.992622440877,1837.4444444444443,-10231.830748572102
49,49,0 days 00:24:00,93114.0,65.15751612948372,-1087.1538461538462,2007-11-26 18:50:00,2007-11-26 19:14:00,0 days 01:44:00,-28831.89374551581,7057.111111111111,-5246.416101414385
50,50,0 days 00:30:00,51975.0,83.45107735782409,-524.75,2007-11-28 12:02:00,2007-11-28 12:32:00,0 days 01:00:00,3205.35455991287,1711.3076923076924,-4342.840101905705
51,51,0 days 00:18:00,63554.0,55.57022567698724,-763.3,2007-11-29 16:22:00,2007-11-29 16:40:00,0 days 00:50:00,-3420.550334048673,4856.571428571428,-3823.8425695722317
52,52,0 days 00:10:00,9694.0,7.084600093545362,-1398.6666666666667,2007-12-05 04:08:00,2007-12-05 04:18:00,0 days 02:30:00,5930.696398875738,-1393.8,-1990.900975010343
53,53,0 days 00:06:00,7420.0,3.949476508066624,329.25,2007-12-07 21:28:00,2007-12-07 21:34:00,0 days 00:08:00,-27303.43580196864,142.0,12725.991883559222
54,54,0 days 00:06:00,9264.0,4.409475803572704,824.75,2007-12-07 22:16:00,2007-12-07 22:22:00,0 days 00:06:00,13156.30519768285,923.6666666666666,8893.391960058698
55,55,0 days 00:06:00,15653.0,7.298524721636795,516.5,2007-12-07 22:30:00,2007-12-07 22:36:00,0 days 00:06:00,22584.29112130982,562.3333333333334,5951.420629986116
56,56,0 days 00:06:00,18124.0,8.313113197594674,-0.75,2007-12-07 22:54:00,2007-12-07 23:00:00,0 days 00:06:00,31072.374120034638,-176.33333333333334,3366.894640942244
57,57,0 days 00:06:00,18068.0,8.303728589220967,142.75,2007-12-07 23:06:00,2007-12-07 23:12:00,0 days 00:06:00,34690.78585837346,33.333333333333336,2510.5871494954154
58,58,0 days 00:06:00,19161.0,8.810789434961748,-75.75,2007-12-07 23:14:00,2007-12-07 23:20:00,0 days 00:06:00,37358.80554905214,-204.66666666666666,2006.168946085636
59,59,0 days 00:06:00,7820.0,3.742163946978039,-248.25,2007-12-08 00:04:00,2007-12-08 00:10:00,0 days 00:06:00,29206.81324847464,-211.0,-2826.1639209644
60,60,0 days 00:50:00,70999.0,95.6267004283059,-398.38461538461536,2007-12-10 12:28:00,2007-12-10 13:18:00,0 days 01:42:00,16078.0552751746,763.1304347826087,-10092.4423674664
61,61,0 days 00:16:00,47695.0,65.19896654956051,-627.5555555555555,2007-12-11 14:06:00,2007-12-11 14:22:00,0 days 00:36:00,-10257.385987820933,1077.0,-2413.9875716818688
62,62,0 days 00:06:00,30664.0,49.80428462375546,9027.75,2007-12-11 14:12:00,2007-12-11 14:18:00,0 days 00:06:00,-86885.9762600927,9027.75,503.8304282186691
63,63,0 days 00:04:00,6506.0,16.116326884490576,-114.33333333333333,2007-12-13 10:32:00,2007-12-13 10:36:00,0 days 01:50:00,-1030.2485308768591,-53.0,-1262.9485886428317
64,64,0 days 00:22:00,15916.0,8.367461740259614,-60.5,2007-12-16 02:06:00,2007-12-16 02:28:00,0 days 00:24:00,-58357.033392853395,-116.54545454545455,3652.1990224717156
65,65,0 days 00:20:00,70000.0,81.07669855683477,-818.7272727272727,2007-12-18 14:54:00,2007-12-18 15:14:00,0 days 00:28:00,-31731.482541775735,5549.0,1144.8939944304338
66,66,0 days 00:06:00,13307.0,7.300587580168212,-159.5,2007-12-22 01:46:00,2007-12-22 01:52:00,0 days 00:06:00,-11359.914925223748,77.0,-4068.347331428462
67,67,0 days 00:04:00,11093.0,6.085926055970987,2536.6666666666665,2007-12-22 01:50:00,2007-12-22 01:54:00,0 days 00:04:00,-29831.799008454087,2536.6666666666665,-3057.6075823947995
68,68,0 days 00:12:00,8083.0,4.4988033617187,-624.5714285714286,2007-12-22 02:00:00,2007-12-22 02:12:00,0 days 00:10:00,-18209.611200889976,-774.3333333333334,-636.2799088762404
69,69,0 days 00:06:00,7021.0,5.156395737399109,-1029.75,2007-12-29 04:56:00,2007-12-29 05:02:00,0 days 00:16:00,-5200.700560334175,-1210.6666666666667,442.9334007809982
70,70,0 days 00:06:00,9527.0,5.7321468324879845,-1854.25,2007-12-29 18:00:00,2007-12-29 18:06:00,0 days 07:02:00,-1552.8049085119492,-2609.6666666666665,-1691.328097500824
71,71,0 days 00:30:00,120462.0,81.12410853183022,-1053.625,2008-01-02 16:26:00,2008-01-02 16:56:00,0 days 01:18:00,16884.327447723288,7362.454545454545,-9170.010026226573
72,72,0 days 00:06:00,33171.0,79.44578832658732,-954.5,2008-01-08 14:30:00,2008-01-08 14:36:00,0 days 03:26:00,-21793.834176345998,-1178.3333333333333,-7092.37132424559
73,73,0 days 00:10:00,7743.0,6.903222930504171,-879.1666666666666,2008-01-09 19:46:00,2008-01-09 19:56:00,0 days 00:20:00,-1437.6780406558028,346.25,-2551.873735108993
74,74,0 days 00:16:00,6959.0,6.251628262138979,-73.11111111111111,2008-01-09 20:04:00,2008-01-09 20:20:00,0 days 00:08:00,-12399.391382021407,-883.1428571428571,725.5975224658621
75,75,0 days 00:04:00,7237.0,6.457744028126029,2250.6666666666665,2008-01-09 20:32:00,2008-01-09 20:36:00,0 days 00:04:00,-9625.596321893387,2250.6666666666665,3300.813650830289
76,76,0 days 00:12:00,8633.0,7.593055164649584,232.71428571428572,2008-01-09 20:38:00,2008-01-09 20:50:00,0 days 00:12:00,6887.177796826865,216.83333333333334,2379.5731795327665
77,77,0 days 00:10:00,9362.0,8.141648331579546,513.1666666666666,2008-01-09 20:48:00,2008-01-09 20:58:00,0 days 00:10:00,-8446.805021925888,513.1666666666666,2287.239319864756
78,78,0 days 00:04:00,8386.0,7.174143653971186,2929.3333333333335,2008-01-09 21:10:00,2008-01-09 21:14:00,0 days 00:04:00,-5743.106724226782,2929.3333333333335,1170.5849410535357
79,79,0 days 00:06:00,8533.0,7.155315544971245,590.5,2008-01-09 21:16:00,2008-01-09 21:22:00,0 days 00:06:00,9502.73988020901,597.6666666666666,514.4258119474617
80,80,0 days 00:06:00,7956.0,6.671474332097873,644.5,2008-01-09 21:20:00,2008-01-09 21:26:00,0 days 00:06:00,-812.1846011112104,644.5,934.1384696754088
81,81,0 days 00:06:00,7156.0,5.882933245642889,296.25,2008-01-09 21:30:00,2008-01-09 21:36:00,0 days 00:08:00,-5252.956778561478,296.25,360.2506748684044
82,82,0 days 00:04:00,8509.0,6.874737420418185,2989.6666666666665,2008-01-09 21:36:00,2008-01-09 21:40:00,0 days 00:04:00,-694.7290904181568,2989.6666666666665,321.17818925447733
83,83,0 days 00:16:00,11115.0,8.661736399554258,554.4444444444445,2008-01-09 21:40:00,2008-01-09 21:56:00,0 days 00:22:00,4343.389194609833,568.875,-701.5038983139552
84,84,0 days 00:06:00,7473.0,5.82358579521987,279.25,2008-01-09 21:54:00,2008-01-09 22:00:00,0 days 00:08:00,-5940.7213891247,279.25,-928.4323560901959
85,85,0 days 00:08:00,7557.0,5.874761923271279,1405.4,2008-01-09 22:00:00,2008-01-09 22:08:00,0 days 00:08:00,-1098.1513217799802,-24.333333333333332,-1165.4302268366564
86,86,0 days 00:18:00,12210.0,9.108609538303156,583.6,2008-01-09 22:08:00,2008-01-09 22:26:00,0 days 00:18:00,4184.545816898084,609.6666666666666,-1252.124718477199
87,87,0 days 00:06:00,7976.0,5.950063036650775,578.25,2008-01-09 22:24:00,2008-01-09 22:30:00,0 days 00:14:00,-5955.141703401627,578.25,-381.4262297566536
88,88,0 days 00:04:00,7530.0,5.500525946704073,607.6666666666666,2008-01-09 22:36:00,2008-01-09 22:40:00,0 days 00:04:00,-6425.6796769850625,607.6666666666666,18.18272289001925
89,89,0 days 00:06:00,7875.0,5.555986707963228,418.75,2008-01-09 22:52:00,2008-01-09 22:58:00,0 days 00:06:00,-5739.327342586577,418.75,562.3671916268264
90,90,0 days 00:08:00,7536.0,5.308126307485324,-60.8,2008-01-09 22:58:00,2008-01-09 23:06:00,0 days 00:06:00,-16.489219937458756,-63.0,259.0604649141376
91,91,0 days 00:06:00,7660.0,5.39075970301559,155.25,2008-01-09 23:06:00,2008-01-09 23:12:00,0 days 00:06:00,-5072.885804482816,155.25,-240.15450560776947
92,92,0 days 00:06:00,7553.0,5.285329414646085,189.25,2008-01-09 23:14:00,2008-01-09 23:20:00,0 days 00:10:00,-5093.485885675742,189.25,-420.3991816282288
93,93,0 days 00:06:00,7229.0,5.000484207905046,137.25,2008-01-09 23:44:00,2008-01-09 23:50:00,0 days 00:06:00,-4853.701304071808,137.25,462.5486865982259
94,94,0 days 00:06:00,7144.0,4.9311815784750905,63.75,2008-01-10 00:16:00,2008-01-10 00:22:00,0 days 00:14:00,-3169.5939233087483,63.75,-24.9292014894761
95,95,0 days 00:06:00,7499.0,5.1444761538883625,137.25,2008-01-10 00:28:00,2008-01-10 00:34:00,0 days 00:06:00,-5037.238617126051,137.25,-342.70015340733073
96,96,0 days 00:08:00,7542.0,5.107887358283563,-25.6,2008-01-10 00:52:00,2008-01-10 01:00:00,0 days 00:10:00,-5398.544986440567,-99.0,574.969247738066
97,97,0 days 00:10:00,7591.0,5.162997272609786,-26.666666666666668,2008-01-10 01:00:00,2008-01-10 01:10:00,0 days 00:06:00,-6064.680224631811,-1744.0,598.1790206824793
98,98,0 days 00:04:00,7940.0,5.3537594314496175,2650.0,2008-01-10 01:16:00,2008-01-10 01:20:00,0 days 00:04:00,-5419.236586180115,2650.0,675.1109497474043
99,99,0 days 00:06:00,7366.0,4.96672442973022,-1764.75,2008-01-10 01:20:00,2008-01-10 01:26:00,0 days 11:00:00,5215.491142834231,-2430.0,62.67843114207096
100,100,0 days 00:06:00,7457.0,5.022428169241749,73.0,2008-01-10 01:26:00,2008-01-10 01:32:00,0 days 00:06:00,-5135.364439390803,73.0,6.044118016233483
101,101,0 days 00:06:00,7203.0,4.849851871801775,97.75,2008-01-10 01:32:00,2008-01-10 01:38:00,0 days 00:06:00,-173.47040034199063,97.75,-277.31878474333985
102,102,0 days 00:20:00,66834.0,84.34163701067615,-672.5454545454545,2008-01-15 15:50:00,2008-01-15 16:10:00,0 days 00:18:00,-26222.496079046432,249.33333333333334,7453.283188071919
103,103,0 days 00:06:00,36461.0,26.361795965584562,444.0,2008-01-15 19:20:00,2008-01-15 19:26:00,0 days 00:06:00,6837.0682687113585,331.0,4858.568551033655
104,104,0 days 00:18:00,68007.0,74.51596997753794,-1262.8,2008-01-16 16:04:00,2008-01-16 16:22:00,0 days 03:40:00,23100.252922212072,7318.285714285715,-14681.596944410248
105,105,0 days 00:54:00,136531.0,100.0,-778.25,2008-01-17 19:38:00,2008-01-17 20:32:00,0 days 02:04:00,-1135.254122873841,6424.944444444444,-19302.403985290137
106,106,0 days 00:20:00,103393.0,78.48917094944925,-1022.1818181818181,2008-01-17 21:00:00,2008-01-17 21:20:00,0 days 00:28:00,-13206.731691780908,6509.625,7838.936430698439
107,107,0 days 00:12:00,50329.0,43.27663892137304,-7236.0,2008-01-19 06:28:00,2008-01-19 06:40:00,0 days 02:40:00,13071.670175671636,-5233.0,-48950.14227797767
108,108,0 days 00:22:00,57065.0,100.0,-499.0833333333333,2008-01-19 06:44:00,2008-01-19 07:06:00,0 days 00:22:00,-96706.49907836264,5538.7,-10096.577253755811
109,109,0 days 00:06:00,9217.0,5.146890478503892,178.75,2008-01-19 15:42:00,2008-01-19 15:48:00,0 days 04:12:00,46403.68831050566,-26.0,-1180.4259173727205
110,110,0 days 00:06:00,38684.0,79.53942633905623,-9516.0,2008-01-22 12:28:00,2008-01-22 12:34:00,0 days 11:52:00,18414.06078431331,-21592.0,-7372.357350545559
111,111,0 days 00:08:00,21985.0,68.84080661322645,-988.2,2008-01-22 12:32:00,2008-01-22 12:40:00,0 days 00:10:00,-2678.069332318468,98.25,-3740.1871371386087
112,112,0 days 00:22:00,56720.0,86.47791550412417,-519.0,2008-01-29 14:14:00,2008-01-29 14:36:00,0 days 01:16:00,-10628.026424876221,1958.3333333333333,-5698.993126399559
113,113,0 days 00:06:00,26510.0,40.98766195615201,1213.25,2008-01-29 14:42:00,2008-01-29 14:48:00,0 days 00:06:00,-33487.23656146542,1122.0,7240.138343039214
114,114,0 days 00:06:00,10620.0,11.15218213130592,64.5,2008-01-30 15:28:00,2008-01-30 15:34:00,1 days 09:40:00,24182.97043248197,3.6666666666666665,-5665.016376149224
115,115,0 days 00:14:00,59265.0,88.68156040042497,-1503.125,2008-02-05 14:36:00,2008-02-05 14:50:00,0 days 00:28:00,-11476.63256128443,1728.5,-6918.006922928863
116,116,0 days 00:32:00,40111.0,60.25658359247074,-2507.764705882353,2008-02-13 13:06:00,2008-02-13 13:38:00,0 days 00:58:00,7411.453581604605,-19392.0,-6481.753726526622
117,117,0 days 00:14:00,43050.0,76.9244514330641,1264.5,2008-02-13 13:36:00,2008-02-13 13:50:00,0 days 00:14:00,-53772.71402999068,4918.0,14784.562744171562
118,118,0 days 00:14:00,29585.0,51.82077735545007,-718.0,2008-02-15 11:34:00,2008-02-15 11:48:00,0 days 00:24:00,173.75673018967075,1012.8333333333334,1051.5067963971358
119,119,0 days 00:08:00,7193.0,5.258117808739897,-270.6,2008-02-15 17:52:00,2008-02-15 18:00:00,0 days 02:52:00,-30177.148291525064,-331.0,-2807.9001736397295
120,120,0 days 00:20:00,56320.0,79.45039287880712,-904.2727272727273,2008-02-19 14:10:00,2008-02-19 14:30:00,0 days 08:28:00,2246.9072031985343,458.22222222222223,-7392.734085330543
121,121,0 days 00:20:00,66681.0,94.77925917502914,-833.6363636363636,2008-02-25 15:30:00,2008-02-25 15:50:00,0 days 05:58:00,-28229.5104588888,1198.3333333333333,-7578.31447737918
122,122,0 days 00:10:00,20745.0,24.89828250459078,-482.5,2008-02-25 16:50:00,2008-02-25 17:00:00,0 days 00:12:00,-50353.399336783594,4107.25,-3309.858721202094
123,123,0 days 00:04:00,16783.0,20.14306460711242,6915.0,2008-02-25 16:56:00,2008-02-25 17:00:00,0 days 00:04:00,-96986.87022930774,6915.0,-782.4536806041979
124,124,0 days 00:12:00,35735.0,35.14871936105756,-1128.857142857143,2008-02-25 17:30:00,2008-02-25 17:42:00,0 days 00:20:00,-37280.740546543006,2845.0,4348.508614533152
125,125,0 days 00:16:00,49118.0,72.25785571378134,-712.2222222222222,2008-03-04 15:20:00,2008-03-04 15:36:00,0 days 00:36:00,-21272.810168571283,3721.0,-2101.13974266482
126,126,0 days 00:06:00,8761.0,6.233501960198367,-389.75,2008-03-06 00:02:00,2008-03-06 00:08:00,0 days 01:12:00,-9611.501933060586,-424.0,-685.2437152236416
127,127,0 days 00:14:00,53216.0,84.58934049689243,-1027.25,2008-03-11 14:38:00,2008-03-11 14:52:00,0 days 00:34:00,-21210.73397427905,1266.0,-2584.462653383278
128,128,0 days 00:06:00,27676.0,38.87297039159503,-6786.75,2008-03-18 14:16:00,2008-03-18 14:22:00,0 days 00:30:00,-33883.39246687902,-17011.0,-7012.602997573875
129,129,0 days 00:12:00,48947.0,78.37037274241067,-84.71428571428571,2008-03-18 14:20:00,2008-03-18 14:32:00,0 days 00:14:00,-48726.24270852955,3787.2,1022.5345209066363
130,130,0 days 00:06:00,6486.0,3.3091161404869354,75.25,2008-03-22 16:40:00,2008-03-22 16:46:00,0 days 00:14:00,20062.760035779887,-53.666666666666664,218.18289012660352
131,131,0 days 00:32:00,60649.0,73.12218176557113,-512.2352941176471,2008-03-31 14:30:00,2008-03-31 15:02:00,0 days 07:36:00,-5375.406114154786,3613.6923076923076,-9684.03034405674
132,132,0 days 00:06:00,67288.0,60.264746448850914,-43.0,2008-04-03 18:14:00,2008-04-03 18:20:00,0 days 00:06:00,-8661.360668914534,-45.0,221.59658884437522
133,133,0 days 00:06:00,19092.0,16.22269239593159,223.25,2008-04-03 19:38:00,2008-04-03 19:44:00,0 days 00:06:00,-6494.042440830366,310.0,221.44696077735398
134,134,0 days 00:48:00,52627.0,97.00829493087558,-227.88,2008-04-09 12:26:00,2008-04-09 13:14:00,0 days 00:58:00,-7794.936142153165,1194.5,2283.840742293224
135,135,0 days 00:24:00,60622.0,40.04148007239198,-687.0,2008-04-09 23:58:00,2008-04-10 00:22:00,0 days 00:44:00,8195.69823669627,4914.111111111111,-1717.826619550468
136,136,0 days 00:12:00,58836.0,72.21888080128637,-1949.7142857142858,2008-04-10 15:24:00,2008-04-10 15:36:00,0 days 00:22:00,-20494.556577236315,2168.6,-2798.478954741231
137,137,0 days 00:10:00,17458.0,11.465009982137232,-1253.0,2008-04-13 02:26:00,2008-04-13 02:36:00,0 days 00:14:00,-64387.98459145734,2260.25,1850.3952968931299
138,138,0 days 00:10:00,17458.0,11.465009982137232,-1253.0,2008-04-13 02:26:00,2008-04-13 02:36:00,0 days 00:14:00,-64387.98459145734,2260.25,1850.3952968931299
139,139,0 days 00:20:00,70800.0,88.50774442763742,-992.4545454545455,2008-04-15 15:10:00,2008-04-15 15:30:00,0 days 01:04:00,-6116.298388408379,2597.4285714285716,-9000.276575564976
140,140,0 days 00:12:00,34105.0,41.471600374527284,-472.57142857142856,2008-04-15 15:44:00,2008-04-15 15:56:00,0 days 00:18:00,-20685.751207564717,6264.25,12217.248643925883
141,141,0 days 00:06:00,29517.0,38.01336784762199,6264.25,2008-04-15 15:50:00,2008-04-15 15:56:00,0 days 00:06:00,-71158.37223790403,6264.25,15315.34711481577
142,142,0 days 00:20:00,77297.0,71.37765137174148,-1049.2727272727273,2008-04-15 18:20:00,2008-04-15 18:40:00,0 days 01:00:00,-7244.835479905509,3639.625,-3247.9330584549098
143,143,0 days 00:06:00,36288.0,32.61784057814691,231.5,2008-04-15 19:24:00,2008-04-15 19:30:00,0 days 00:06:00,-9845.289079313887,208.33333333333334,2226.3947381651114
144,144,0 days 00:06:00,7277.0,6.626116569388927,372.5,2008-04-16 17:04:00,2008-04-16 17:10:00,0 days 00:06:00,3370.528773292879,443.0,875.8463276563743
145,145,0 days 00:06:00,6757.0,6.082455666576649,219.5,2008-04-16 17:14:00,2008-04-16 17:20:00,0 days 00:10:00,3629.6090144481514,267.0,-506.33040184932554
146,146,0 days 00:06:00,6712.0,5.967230021070222,194.25,2008-04-16 17:34:00,2008-04-16 17:40:00,0 days 00:12:00,9936.906793621818,177.66666666666666,-2669.546925793647
